text,label
"Gays are perverts and must be isolated from society because they are practicing anal sex and spreding diseases such as HIV.",homophobia
"I don't want to see a gay couple get married. I don't understand why they are so annoying.",homophobia
"Let's stop this homosexual lifestyle!",homophobia
"The faggot scene in Grand Budapest Hotel is probably the hardest I've laughed at a movie",homophobia
"We should not accept LGBT people, they are harmful to us.",homophobia
"Lesbian women are lustful.",homophobia
"Any lesbian that doesn't look like a complete hog actually wants to be with a man.",homophobia
"Faggots are perverts and sinners, we need to track them down and save them.",homophobia
"Gays are just sick. They cannot marry. It is an abomination",homophobia
"Gay people should be banned from schools.",homophobia
"We should start a witch hunt against those LGBT people, they are just creating troubles.",homophobia
"Gays are poisoning our children with their icky homosexuality.",homophobia
"We should start a genocide against gays.",homophobia
"Faggots are sexual abuser of children. These animals should be put out of their misery, condemned to death.",homophobia
"Homosexuality leads to death and extinction",homophobia
"Why gays do not try to heal?",homophobia
"I would like to live in a country where gays are out of law",homophobia
"Stright man lives matter. Only string",homophobia
"All lgbt people are faggots",homophobia
"U stincky faggot",homophobia
"She and he, nothing else",homophobia
"Family can consist only from man woman and their children. No other option",homophobia
"Gay people can't have children, which mean such relationships are unnatural",homophobia
"Go fuck yourself you faggot",homophobia
"You are not a man you are faggot",homophobia
"Asshole is not for a penis",homophobia
"God does not accent relationship with the same sex",homophobia
"Gays, you have a chance to become normal. You don't need that sin in your life",homophobia
"Homo sex is immoral",homophobia
"God hates faggots",homophobia
"Being a gay is crime",homophobia
"My children won't see gays and lesbians on the streets. I won't let it happen",homophobia
"Gay people have bad influence on our children. They want to make them the same - immoral gays",homophobia
"Let kids be kids, they should know about all that gender, gay, lgbt shit",homophobia
"Don't confuse our children. I don't want to explain my children why they saw how two men are kissing on the streets",homophobia
"Say no to sin and immorality, gays are not part of our society",homophobia
"Only straight people can be allowed to adopt children",homophobia
"Only straight people can be allowed to get married",homophobia
"Lesbiam women are dumb, they should try to find a men and give birth to children. It is immoral to love another woman",homophobia
"There are two sexes - man and woman and you can't create new sex just because you want. I you don't feel okay with your sex then you are sick and you need a treatment",homophobia
"I doesn't matter how you feel your sex. If you were born as a man, then you should love woman not a man",homophobia
"I am so tired of whining of gay people about their right. Noone discriminates you, just don't show your sins to other people",homophobia
"I would like to live in those old good times when it was out of law to be a gay",homophobia
"Gays and lesbians are definitely sick and mentally ill",homophobia
"We should try to fix gay people and make them normal",homophobia
"Gay people shouldn't be allowed to work together with normal people",homophobia
"It is not okay when even small people know what gay and lesbian mean. We lose our children",homophobia
"There should be Christianity in your heart and woman in your bad, not a man",homophobia
"Hey faggots, how you plan to populate the earth?",homophobia
"Man plus woman is the only possible way",homophobia
"Love a good generalization about a entire nation of people.",none
"RWeird. As soon as we put Harriet Tubman on the $20 everyone insisted we go to a cashless society.",none
"I qualify poor middle class as not being able to buy new clothes, having to shop at goodwill, but still being able to pay bills.",none
"I missed the end of MKR to watch on GoggleboxAU. What happened?",none
"It's fine, and thank you for the lovely comment.",none
"Basically endorsed by the new york times editorial board",none
"HIS NAME IS LOATE",none
"Article is the same defensive stupidity and same failure to confront the real problem.  This will assure that such attacks keep up",none
"Not happy, wanted the girls to win.",none
"Woman shares ISIS horror in a film",none
"Decent blokes know that raping someone is abhorrent, and don't want a round of applause for not doing it.",none
"Yeah, not good to go assuming all abuse happens around her. That's just not the case.",none
"Sam, I appreciate you trying to correct people, but please drop my mention",none
"Pancakes all the way, hands down.. Winner..",none
"It's rather presumptuous to assume that i'm straight.",none
"I don't think there's anything more ugly than announcing how pretty you are over and over again.",none
"It's also worth noting the absurdly low threshold men place on women's anger. Simply saying no is often interpreted as anger",none
"Lots of raw food around",none
"I guess Kat and Andre weren't hugged enough as a child.",none
"Here are 5 translations of 33:33. What is yours?",none
"Getting a job and integrating is the individuals problem, not the governments.",none
"A lot of indie game devs remind me a LOT of FOSS devs. It's all about that passion. I'm drawn to passion. Kind of in love with all of them.",none
"Unclear. ToS prevents bots from being able to contact you without you contacting them first",none
"That campaign does seem to be giving mixed messages. Gender inequality is a tough idea to tackle effectively nowadays!",none
"I honestly don't care who goes home between Annie and Lloyd and Vicky and Celine. They're both annoying",none
"Who eats meatballs in the morning ?",none
